Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
The baseball cap helps keep the sun off my face when the baseball cap does not help keep the sun off my face.,when,1,3,experimental,270,1042,No,25,5,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face although the baseball cap does not help keep the sun off my face.,although,1,3,experimental,271,1043,No,25,5,1,Llama 3.2 1B
The baseball cap helps keep the sun off my face or the baseball cap does not help keep the sun off my face.,or,0,3,experimental,272,1044,Yes,25,5,1,Llama 3.2 1B
Maybe the baseball cap helps keep the sun off my face, maybe the baseball cap does not help keep the sun off my face.,maybe,0,3,experimental,273,1045,Yes,25,5,1,Llama 3.2 1B
Perhaps the baseball cap helps keep the sun off my face, perhaps the baseball cap does not help keep the sun off my face.,perhaps,0,3,experimental,274,1046,No,25,5,0,Llama 3.2 1B
The baseball cap might help keep the sun off my face and the baseball cap might not help keep the sun off my face.,might,0,3,experimental,275,1047,No,25,5,0,Llama 3.2 1B
I drove to the store to buy some milk and I did not drive to the store to buy some milk.,and,1,3,experimental,276,1048,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,3,experimental,277,1049,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,3,experimental,278,1050,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,3,experimental,279,1051,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,3,experimental,280,1052,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,3,experimental,281,1053,No,26,5,1,Llama 3.2 1B
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,3,experimental,282,1054,Yes,26,5,0,Llama 3.2 1B
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,3,experimental,283,1055,No,26,5,0,Llama 3.2 1B
Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.,maybe,0,3,experimental,284,1056,No,26,5,0,Llama 3.2 1B
Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.,perhaps,0,3,experimental,285,1057,No,26,5,0,Llama 3.2 1B
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,3,experimental,286,1058,Yes,26,5,1,Llama 3.2 1B
She likes apples and she does not like apples.,and,1,1,experimental,1,1,Yes,1,1,1,Llama 3.2 3B
She likes apples if she does not like apples.,if,1,1,experimental,2,2,Yes,1,1,1,Llama 3.2 3B
She likes apples so she does not like apples.,so,1,1,experimental,3,3,Yes,1,1,1,Llama 3.2 3B
She likes apples therefore she does not like apples.,therefore,1,1,experimental,4,4,Yes,1,1,1,Llama 3.2 3B
She likes apples but she does not like apples.,but,1,1,experimental,5,5,Yes,1,1,1,Llama 3.2 3B
She likes apples when she does not like apples.,when,1,1,experimental,6,6,Yes,1,1,1,Llama 3.2 3B
She likes apples although she does not like apples.,although,1,1,experimental,7,7,Yes,1,1,1,Llama 3.2 3B
She likes apples or she does not like apples.,or,0,1,experimental,8,8,No,1,1,1,Llama 3.2 3B
Maybe she likes apples, maybe she does not like apples.,maybe,0,1,experimental,9,9,Yes,1,1,0,Llama 3.2 3B
Perhaps she likes apples, perhaps she does not like apples.,perhaps,0,1,experimental,10,10,Yes,1,1,0,Llama 3.2 3B
She might like apples and she might not like apples.,might,0,1,experimental,11,11,No,1,1,1,Llama 3.2 3B
Jim was born in California and Jim was not born in California.,and,1,1,experimental,12,12,Yes,2,1,1,Llama 3.2 3B
Jim was born in California if Jim was not born in California.,if,1,1,experimental,13,13,No,2,1,0,Llama 3.2 3B
Jim was born in California so Jim was not born in California.,so,1,1,experimental,14,14,Yes,2,1,1,Llama 3.2 3B
Jim was born in California therefore Jim was not born in California.,therefore,1,1,experimental,15,15,Yes,2,1,1,Llama 3.2 3B
Jim was born in California but Jim was not born in California.,but,1,1,experimental,16,16,Yes,2,1,1,Llama 3.2 3B
Jim was born in California when Jim was not born in California.,when,1,1,experimental,17,17,Yes,2,1,1,Llama 3.2 3B
Jim was born in California although Jim was not born in California.,although,1,1,experimental,18,18,Yes,2,1,1,Llama 3.2 3B
Jim was born in California or Jim was not born in California.,or,0,1,experimental,19,19,No,2,1,1,Llama 3.2 3B
Maybe Jim was born in California, maybe Jim was not born in California.,maybe,0,1,experimental,20,20,Yes,2,1,0,Llama 3.2 3B
Perhaps Jim was born in California, perhaps Jim was not born in California.,perhaps,0,1,experimental,21,21,Yes,2,1,0,Llama 3.2 3B
Jim might be born in California and Jim might not be born in California.,might,0,1,experimental,22,22,Yes,2,1,0,Llama 3.2 3B
The dog is alive and the dog is not alive.,and,1,1,experimental,23,23,Yes,3,1,1,Llama 3.2 3B
The dog is alive if the dog is not alive.,if,1,1,experimental,24,24,Yes,3,1,1,Llama 3.2 3B
The dog is alive so the dog is not alive.,so,1,1,experimental,25,25,Yes,3,1,1,Llama 3.2 3B
The dog is alive therefore the dog is not alive.,therefore,1,1,experimental,26,26,Yes,3,1,1,Llama 3.2 3B
The dog is alive but the dog is not alive.,but,1,1,experimental,27,27,Yes,3,1,1,Llama 3.2 3B
The dog is alive when the dog is not alive.,when,1,1,experimental,28,28,Yes,3,1,1,Llama 3.2 3B
The dog is alive although the dog is not alive.,although,1,1,experimental,29,29,Yes,3,1,1,Llama 3.2 3B
The dog is alive or the dog is not alive.,or,0,1,experimental,30,30,Yes,3,1,0,Llama 3.2 3B
Maybe the dog is alive, maybe the dog is not alive.,maybe,0,1,experimental,31,31,No,3,1,1,Llama 3.2 3B
Perhaps the dog is alive, perhaps the dog is not alive.,perhaps,0,1,experimental,32,32,No,3,1,1,Llama 3.2 3B
The dog might be alive and the dog might not be alive.,might,0,1,experimental,33,33,Yes,3,1,0,Llama 3.2 3B
The cat chases the mouse and the cat does not chase the mouse.,and,1,1,experimental,34,34,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse if the cat does not chase the mouse.,if,1,1,experimental,35,35,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse so the cat does not chase the mouse.,so,1,1,experimental,36,36,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse therefore the cat does not chase the mouse.,therefore,1,1,experimental,37,37,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse but the cat does not chase the mouse.,but,1,1,experimental,38,38,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse when the cat does not chase the mouse.,when,1,1,experimental,39,39,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse although the cat does not chase the mouse.,although,1,1,experimental,40,40,Yes,4,1,1,Llama 3.2 3B
The cat chases the mouse or the cat does not chase the mouse.,or,0,1,experimental,41,41,Yes,4,1,0,Llama 3.2 3B
Maybe the cat chases the mouse, maybe the cat does not chase the mouse.,maybe,0,1,experimental,42,42,No,4,1,1,Llama 3.2 3B
Perhaps the cat chases the mouse, perhaps the cat does not chase the mouse.,perhaps,0,1,experimental,43,43,Yes,4,1,0,Llama 3.2 3B
The cat might chase the mouse and the cat might not chase the mouse.,might,0,1,experimental,44,44,Yes,4,1,0,Llama 3.2 3B
I have a car and I do not have a car.,and,1,1,experimental,45,45,Yes,5,1,1,Llama 3.2 3B
I have a car if I do not have a car.,if,1,1,experimental,46,46,Yes,5,1,1,Llama 3.2 3B
I have a car so I do not have a car.,so,1,1,experimental,47,47,Yes,5,1,1,Llama 3.2 3B
I have a car therefore I do not have a car.,therefore,1,1,experimental,48,48,Yes,5,1,1,Llama 3.2 3B
I have a car but I do not have a car.,but,1,1,experimental,49,49,Yes,5,1,1,Llama 3.2 3B
I have a car when I do not have a car.,when,1,1,experimental,50,50,Yes,5,1,1,Llama 3.2 3B
I have a car although I do not have a car.,although,1,1,experimental,51,51,Yes,5,1,1,Llama 3.2 3B
I have a car or I do not have a car.,or,0,1,experimental,52,52,No,5,1,1,Llama 3.2 3B
Maybe I have a car, maybe I do not have a car.,maybe,0,1,experimental,53,53,Yes,5,1,0,Llama 3.2 3B
Perhaps I have a car, perhaps I do not have a car.,perhaps,0,1,experimental,54,54,Yes,5,1,0,Llama 3.2 3B
I might have a car and I might not have a car.,might,0,1,experimental,55,55,Yes,5,1,0,Llama 3.2 3B
The boy is playing soccer and the boy is not playing soccer.,and,1,1,experimental,56,56,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer if the boy is not playing soccer.,if,1,1,experimental,57,57,No,6,1,0,Llama 3.2 3B
The boy is playing soccer so the boy is not playing soccer.,so,1,1,experimental,58,58,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer therefore the boy is not playing soccer.,therefore,1,1,experimental,59,59,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer but the boy is not playing soccer.,but,1,1,experimental,60,60,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer when the boy is not playing soccer.,when,1,1,experimental,61,61,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer although the boy is not playing soccer.,although,1,1,experimental,62,62,Yes,6,1,1,Llama 3.2 3B
The boy is playing soccer or the boy is not playing soccer.,or,0,1,experimental,63,63,No,6,1,1,Llama 3.2 3B
Maybe the boy is playing soccer, maybe the boy is not playing soccer.,maybe,0,1,experimental,64,64,No,6,1,1,Llama 3.2 3B
Perhaps the boy is playing soccer, perhaps the boy is not playing soccer.,perhaps,0,1,experimental,65,65,Yes,6,1,0,Llama 3.2 3B
The boy might be playing soccer and the boy might not be playing soccer.,might,0,1,experimental,66,66,Yes,6,1,0,Llama 3.2 3B
Jim showed the man his tickets and Jim did not show the man his tickets.,and,1,1,experimental,67,67,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets if Jim did not show the man his tickets.,if,1,1,experimental,68,68,No,7,1,0,Llama 3.2 3B
Jim showed the man his tickets so Jim did not show the man his tickets.,so,1,1,experimental,69,69,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets therefore Jim did not show the man his tickets.,therefore,1,1,experimental,70,70,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets but Jim did not show the man his tickets.,but,1,1,experimental,71,71,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets when Jim did not show the man his tickets.,when,1,1,experimental,72,72,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets although Jim did not show the man his tickets.,although,1,1,experimental,73,73,Yes,7,1,1,Llama 3.2 3B
Jim showed the man his tickets or Jim did not show the man his tickets.,or,0,1,experimental,74,74,No,7,1,1,Llama 3.2 3B
Maybe Jim showed the man his tickets, maybe Jim did not show the man his tickets.,maybe,0,1,experimental,75,75,Yes,7,1,0,Llama 3.2 3B
Perhaps Jim showed the man his tickets, perhaps Jim did not show the man his tickets.,perhaps,0,1,experimental,76,76,Yes,7,1,0,Llama 3.2 3B
Jim might show the man his tickets and Jim might not show the man his tickets.,might,0,1,experimental,77,77,Yes,7,1,0,Llama 3.2 3B
Steve went to New York and Steve did not go to New York.,and,1,1,experimental,78,78,Yes,8,1,1,Llama 3.2 3B
Steve went to New York if Steve did not go to New York.,if,1,1,experimental,79,79,Yes,8,1,1,Llama 3.2 3B
Steve went to New York so Steve did not go to New York.,so,1,1,experimental,80,80,Yes,8,1,1,Llama 3.2 3B
Steve went to New York therefore Steve did not go to New York.,therefore,1,1,experimental,81,81,Yes,8,1,1,Llama 3.2 3B
Steve went to New York but Steve did not go to New York.,but,1,1,experimental,82,82,Yes,8,1,1,Llama 3.2 3B
Steve went to New York when Steve did not go to New York.,when,1,1,experimental,83,83,Yes,8,1,1,Llama 3.2 3B
Steve went to New York although Steve did not go to New York.,although,1,1,experimental,84,84,Yes,8,1,1,Llama 3.2 3B
Steve went to New York or Steve did not go to New York.,or,0,1,experimental,85,85,Yes,8,1,0,Llama 3.2 3B
Maybe Steve went to New York, maybe Steve did not go to New York.,maybe,0,1,experimental,86,86,Yes,8,1,0,Llama 3.2 3B
Perhaps Steve went to New York, perhaps Steve did not go to New York.,perhaps,0,1,experimental,87,87,Yes,8,1,0,Llama 3.2 3B
Steve might go to New York and Steve might not go to New York.,might,0,1,experimental,88,88,Yes,8,1,0,Llama 3.2 3B
The kids go to the mall and the kids do not go to the mall.,and,1,1,experimental,89,89,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall if the kids do not go to the mall.,if,1,1,experimental,90,90,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall so the kids do not go to the mall.,so,1,1,experimental,91,91,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall therefore the kids do not go to the mall.,therefore,1,1,experimental,92,92,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall but the kids do not go to the mall.,but,1,1,experimental,93,93,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall when the kids do not go to the mall.,when,1,1,experimental,94,94,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall although the kids do not go to the mall.,although,1,1,experimental,95,95,Yes,9,1,1,Llama 3.2 3B
The kids go to the mall or the kids do not go to the mall.,or,0,1,experimental,96,96,No,9,1,1,Llama 3.2 3B
Maybe the kids go to the mall, maybe the kids do not go to the mall.,maybe,0,1,experimental,97,97,Yes,9,1,0,Llama 3.2 3B
Perhaps the kids go to the mall, perhaps the kids do not go to the mall.,perhaps,0,1,experimental,98,98,No,9,1,1,Llama 3.2 3B
The kids might go to the mall and the kids might not go to the mall.,might,0,1,experimental,99,99,Yes,9,1,0,Llama 3.2 3B
The man has forgotten to do his homework and the man has not forgotten to do his homework.,and,1,1,experimental,100,100,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework if the man has not forgotten to do his homework.,if,1,1,experimental,101,101,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework so the man has not forgotten to do his homework.,so,1,1,experimental,102,102,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework therefore the man has not forgotten to do his homework.,therefore,1,1,experimental,103,103,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework but the man has not forgotten to do his homework.,but,1,1,experimental,104,104,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework when the man has not forgotten to do his homework.,when,1,1,experimental,105,105,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework although the man has not forgotten to do his homework.,although,1,1,experimental,106,106,Yes,10,1,1,Llama 3.2 3B
The man has forgotten to do his homework or the man has not forgotten to do his homework.,or,0,1,experimental,107,107,No,10,1,1,Llama 3.2 3B
Maybe the man has forgotten to do his homework, maybe the man has not forgotten to do his homework.,maybe,0,1,experimental,108,108,Yes,10,1,0,Llama 3.2 3B
